size,loc
0.3134765625,6
1.50390625,10
1.009765625,10
0.9990234375,12
0.9560546875,10
1.310546875,12
0.28515625,6
2.58984375,13
0.396484375,6
2.177734375,12
2.2734375,14
0.8798828125,9
1.173828125,10
1.76953125,10
0.671875,10
0.9765625,9
0.4072265625,5
0.712890625,6
4.7685546875,21
1.2001953125,11
1.236328125,15
0.28515625,6
0.419921875,5
2.2109375,19
1.5234375,12
0.880859375,8
1.78125,15
0.8173828125,6
1.005859375,6
0.3779296875,6
0.986328125,10
1.25,9
1.25,8
1.298828125,14
0.9365234375,10
2.23828125,9
0.716796875,7
2.1025390625,9
0.3603515625,6
0.3359375,5
0.4326171875,7
1.015625,10
0.755859375,7
1.9677734375,16
2.03515625,13
0.4951171875,6
0.7958984375,9
1.025390625,8
1.8701171875,15
0.478515625,8
2.166015625,17
2.494140625,14
1.25390625,15
0.744140625,7
0.6142578125,7
2.6923828125,18
1.3896484375,9
0.5224609375,6
0.33203125,7
2.1943359375,11
0.248046875,6
0.611328125,9
1.6220703125,12
1.9638671875,13
0.3134765625,6
0.2412109375,5
1.0,11
0.421875,6
1.412109375,11
2.4013671875,18
0.6201171875,8
0.478515625,6
1.505859375,14
0.5263671875,6
1.2705078125,11
2.5439453125,18
1.1962890625,12
0.6748046875,7
0.771484375,7
0.58984375,8
0.765625,9
0.3251953125,6
0.919921875,11
0.484375,5
0.7802734375,8
0.5146484375,7
1.1279296875,11
1.048828125,10
1.8837890625,18
2.2294921875,11
1.9326171875,11
0.4833984375,7
0.3251953125,5
1.5458984375,7
1.59765625,10
4.203125,25
0.310546875,5
0.8896484375,8
0.60546875,8
0.5185546875,6
1.8095703125,11
1.4306640625,11
1.17578125,14
1.61328125,13
0.2666015625,6
1.7041015625,14
1.3095703125,9
1.51953125,10
2.4013671875,15
1.9609375,18
1.2880859375,11
0.6552734375,6
1.103515625,11
0.9560546875,8
1.9287109375,16
1.0703125,10
2.53125,19
2.4912109375,19
2.6259765625,18
1.0341796875,10
0.6240234375,8
0.8212890625,10
0.9560546875,10
1.5830078125,18
0.7666015625,11
3.3427734375,22
1.0478515625,9
1.9169921875,17
0.517578125,6
1.234375,11
0.982421875,10
0.9794921875,10
0.7431640625,6
1.3701171875,9
0.8896484375,9
1.5634765625,13
2.1494140625,14
1.0419921875,6
0.8525390625,10
1.5234375,11
0.96484375,8
1.9306640625,9
1.02734375,7
1.0029296875,8
1.08984375,10
1.669921875,16
1.474609375,13
0.6220703125,7
1.611328125,11
1.0634765625,8
1.271484375,15
0.322265625,5
1.5390625,16
0.7919921875,7
2.10546875,16
2.37890625,17
0.236328125,5
1.71484375,13
0.794921875,7
2.017578125,14
0.75,8
0.46875,6
0.3310546875,6
1.6123046875,16
1.5234375,13
0.7578125,8
3.3974609375,32
0.5498046875,13
1.435546875,10
1.1923828125,14
0.5244140625,8
1.0048828125,11
1.546875,12
1.900390625,11
1.3427734375,14
1.8359375,14
1.3623046875,12
0.5283203125,7
0.76953125,8
0.8974609375,9
0.904296875,8
0.396484375,6
2.1123046875,16
0.7646484375,8
0.3154296875,5
0.34765625,5
1.2275390625,12
0.9169921875,11
1.41796875,10
1.5498046875,11
0.845703125,6
1.2548828125,10
0.38671875,5
1.8740234375,16
1.1572265625,12
0.888671875,6
1.388671875,11
0.5625,8
1.365234375,9
0.818359375,11
0.900390625,6
1.5,9
1.29296875,10
1.021484375,8
0.97265625,11
0.1884765625,5
0.7509765625,9
1.6015625,11
1.744140625,13
0.5244140625,7
3.130859375,22
0.529296875,8
0.1650390625,5
1.0810546875,10
0.96484375,8
1.123046875,8
4.3798828125,33
1.6455078125,13
0.806640625,8
0.3974609375,5
1.5068359375,13
1.4931640625,11
2.1279296875,16
1.2265625,12
0.2509765625,5
1.0458984375,8
1.0771484375,9
2.26953125,18
0.5791015625,8
2.2158203125,8
2.189453125,21
2.7919921875,19
0.2216796875,5
1.798828125,14
0.642578125,10
2.357421875,16
1.4130859375,12
0.3330078125,6
0.30078125,5
2.568359375,19
2.4970703125,23
0.7705078125,7
2.8916015625,23
0.4072265625,5
1.3662109375,12
2.4130859375,16
0.9619140625,11
0.8291015625,9
1.5361328125,12
0.353515625,7
1.966796875,13
0.595703125,6
0.2119140625,5
0.53515625,7
1.095703125,8
1.048828125,8
1.068359375,10
2.4677734375,14
0.708984375,8
0.8388671875,10
2.12890625,13
2.119140625,15
1.63671875,16
0.970703125,11
1.97265625,10
1.4208984375,13
0.57421875,9
1.2158203125,8
1.1787109375,10
1.203125,10
1.0537109375,9
0.9326171875,8
2.5693359375,23
0.421875,5
0.923828125,7
0.84375,8
1.4658203125,12
0.2001953125,6
1.037109375,8
3.1220703125,14
0.7021484375,7
1.2734375,10
0.3583984375,7
0.783203125,12
1.1904296875,8
2.0009765625,14
2.380859375,17
1.658203125,13
0.75,8
1.29296875,12
3.0166015625,23
0.7666015625,11
2.0078125,16
1.02734375,7
1.978515625,9
1.400390625,9
0.8330078125,8
0.5107421875,8
0.83203125,7
2.58203125,14
2.05078125,16
2.5458984375,12
0.93359375,9
0.369140625,6
0.703125,8
2.9072265625,20
0.384765625,6
0.4423828125,6
0.9501953125,8
1.8369140625,9
0.3193359375,5
0.8876953125,15
0.509765625,6
3.076171875,22
0.8291015625,8
2.5654296875,16
0.8603515625,9
0.2958984375,5
0.62890625,7
2.3916015625,18
0.82421875,9
0.2919921875,5
2.798828125,21
2.3759765625,15
0.576171875,8
2.2060546875,23
0.568359375,8
1.3525390625,9
1.6044921875,10
3.138671875,25
0.3134765625,5
1.1923828125,11
0.7177734375,9
1.962890625,13
1.0517578125,10
1.318359375,12
1.6650390625,11
3.3203125,22
0.3466796875,6
0.66015625,8
0.7294921875,7
0.259765625,5
0.4443359375,6
1.609375,19
2.4013671875,19
3.68359375,25
1.611328125,11
1.189453125,9
0.490234375,5
1.2197265625,8
2.681640625,16
0.7294921875,8
1.0712890625,7
0.4619140625,6
0.6240234375,8
1.9130859375,14
0.9404296875,7
1.052734375,10
0.5,5
0.4677734375,5
1.4560546875,15
0.427734375,6
0.298828125,5
1.9716796875,14
1.548828125,10
0.5087890625,7
1.8984375,17
2.833984375,19
1.4794921875,13
1.466796875,14
2.5986328125,23
0.5224609375,6
0.529296875,8
0.58984375,5
0.796875,7
1.2607421875,16
0.3740234375,5
0.37890625,5
1.6162109375,12
0.423828125,7
0.5537109375,6
3.6376953125,19
0.8525390625,6
1.6845703125,16
0.328125,5
0.5537109375,9
0.2099609375,5
2.7783203125,17
0.4013671875,6
1.1044921875,11
1.3056640625,10
1.90625,15
1.0546875,9
1.0927734375,6
1.7724609375,17
1.7734375,11
1.8505859375,17
0.3876953125,5
0.7841796875,9
0.3076171875,7
0.2724609375,5
3.6181640625,22
1.197265625,9
0.708984375,8
0.6953125,5
1.0927734375,9
0.7666015625,8
1.04296875,8
0.7109375,7
1.283203125,12
1.95703125,18
0.6845703125,7
1.162109375,11
2.0380859375,19
0.62890625,8
1.9970703125,12
0.734375,6
0.7177734375,6
1.19921875,8
1.509765625,11
1.1669921875,11
0.4404296875,7
0.6318359375,8
1.6923828125,12
0.6533203125,7
2.5068359375,18
0.6708984375,7
0.544921875,7
0.3818359375,7
1.544921875,12
0.615234375,6
1.98828125,13
1.5478515625,11
0.53515625,5
1.1953125,8
0.208984375,5
1.54296875,9
0.2314453125,5
1.5712890625,8
3.8017578125,26
0.5625,6
1.1044921875,9
1.982421875,18
0.765625,8
0.748046875,8
2.3310546875,20
0.4189453125,5
0.564453125,7
1.15625,7
0.3388671875,5
1.04296875,12
0.740234375,10
1.166015625,11
0.283203125,5
0.5947265625,5
0.3642578125,6
2.5556640625,20
0.4248046875,5
1.7412109375,13
0.447265625,7
2.552734375,24
0.91015625,7
1.482421875,11
0.4853515625,6
1.0703125,9
1.2197265625,9
2.3408203125,17
0.42578125,7
0.7705078125,7
1.0048828125,12
0.345703125,5
1.197265625,10
1.330078125,10
1.474609375,10
1.388671875,14
1.00390625,15
4.0947265625,27
1.732421875,14
0.34765625,6
1.3056640625,12
0.5126953125,5
0.9970703125,9
0.623046875,7
0.703125,9
1.0908203125,13
0.4287109375,7
0.8662109375,8
0.8046875,7
1.2138671875,12
0.357421875,7
1.1474609375,8
0.833984375,10
0.7568359375,7
1.3837890625,13
0.9990234375,7
1.333984375,11
0.4013671875,5
0.326171875,6
1.5712890625,13
4.2998046875,31
0.6279296875,6
0.4150390625,7
1.87109375,12
0.8642578125,7
0.4609375,5
0.7607421875,7
3.263671875,22
1.947265625,14
0.4814453125,6
0.4541015625,8
0.552734375,8
0.84375,10
0.6513671875,8
0.419921875,5
0.8525390625,7
1.5947265625,11
0.85546875,9
1.853515625,16
0.36328125,7
0.306640625,7
0.97265625,15
0.783203125,11
1.453125,9
1.3857421875,13
0.7919921875,9
2.2099609375,19
1.5224609375,11
2.0908203125,15
2.470703125,18
1.59765625,15
0.34375,5
1.033203125,11
0.6845703125,6
1.6171875,12
0.236328125,5
1.841796875,12
1.392578125,10
2.53125,21
2.0302734375,9
0.2978515625,6
0.90625,11
1.2412109375,13
0.98828125,11
1.927734375,13
1.654296875,14
1.14453125,9
0.8193359375,8
0.84765625,7
1.171875,13
0.9384765625,8
2.3154296875,18
1.455078125,7
1.5830078125,13
1.7626953125,9
0.505859375,5
0.5400390625,7
4.224609375,28
1.4404296875,13
0.978515625,9
1.5517578125,13
1.8974609375,15
1.1572265625,10
0.95703125,11
1.4306640625,11
1.2333984375,11
1.369140625,13
3.2314453125,15
0.9091796875,10
0.478515625,5
1.15234375,10
0.3232421875,6
0.5400390625,6
1.8388671875,13
1.767578125,11
0.6513671875,6
0.6484375,9
2.25,18
0.93359375,8
0.197265625,5
0.8154296875,7
1.232421875,13
1.322265625,12
0.7138671875,10
3.314453125,15
2.0947265625,11
1.04296875,10
0.3466796875,5
1.1875,7
0.673828125,8
1.419921875,14
1.0302734375,10
2.5400390625,14
2.640625,17
1.583984375,9
1.3486328125,8
3.962890625,24
0.3623046875,7
0.87890625,8
1.3798828125,9
0.8603515625,8
0.8095703125,7
0.6103515625,7
1.7939453125,12
1.107421875,8
2.279296875,18
1.0283203125,8
1.1298828125,8
1.68359375,17
1.2880859375,13
1.2734375,11
0.734375,11
1.2529296875,7
1.998046875,18
1.9150390625,13
0.8310546875,9
2.541015625,16
1.580078125,7
1.9931640625,12
0.6357421875,7
1.51171875,13
1.19140625,10
0.296875,5
0.8193359375,9
3.1787109375,18
0.728515625,7
1.216796875,11
0.2958984375,5
1.01171875,9
3.2880859375,23
0.8349609375,13
1.173828125,8
1.0498046875,9
0.4248046875,7
1.453125,16
1.5361328125,12
2.115234375,12
0.70703125,10
1.1943359375,9
2.3271484375,16
2.4970703125,14
0.48828125,9
0.42578125,6
0.2978515625,6
1.5,14
0.73828125,9
0.568359375,7
0.8271484375,9
1.06640625,8
1.7138671875,13
1.6357421875,13
0.9931640625,6
0.4453125,7
0.9541015625,10
1.1953125,14
1.7236328125,14
0.7890625,7
1.689453125,16
0.701171875,9
1.578125,11
1.060546875,11
0.34765625,6
1.05078125,11
3.1787109375,23
0.8125,6
0.486328125,7
0.318359375,6
0.650390625,5
3.2529296875,15
0.75,12
1.2587890625,8
2.6845703125,24
1.33203125,13
0.712890625,8
3.7509765625,17
0.8544921875,9
0.546875,7
0.96484375,10
2.7978515625,17
1.3349609375,13
0.7958984375,10
1.0625,7
2.310546875,19
1.1083984375,12
1.798828125,15
0.7431640625,6
0.806640625,8
1.1181640625,14
0.72265625,8
1.3701171875,13
0.869140625,7
1.0390625,8
1.5068359375,14
0.6494140625,8
0.630859375,8
0.3515625,6
1.48046875,12
1.0234375,9
1.02734375,8
1.0341796875,9
1.3564453125,14
0.8779296875,9
1.056640625,11
1.5439453125,15
1.390625,17
1.9111328125,13
1.8447265625,14
0.3671875,5
2.3681640625,16
0.2841796875,6
1.1298828125,10
0.498046875,5
3.4521484375,21
2.3232421875,18
2.427734375,17
2.9404296875,21
0.599609375,9
0.6611328125,7
0.234375,6
0.326171875,6
2.5,22
1.2099609375,9
3.025390625,14
0.7998046875,11
0.8837890625,9
0.921875,8
3.005859375,21
1.2646484375,10
0.7880859375,9
0.291015625,7
0.638671875,7
0.6328125,8
0.4609375,6
1.2998046875,9
2.81640625,17
2.4248046875,15
1.1162109375,12
1.1962890625,13
3.92578125,20
1.265625,10
2.9716796875,19
2.0859375,18
1.0439453125,9
0.9931640625,9
1.224609375,14
1.06640625,9
1.201171875,13
3.9248046875,20
0.505859375,8
1.3994140625,14
1.01171875,8
0.26171875,5
1.1767578125,9
1.63671875,15
0.716796875,8
1.0693359375,6
1.0546875,9
0.2392578125,5
1.318359375,12
2.0322265625,12
2.6025390625,16
1.3056640625,12
0.6806640625,7
1.5751953125,9
0.3232421875,5
1.03515625,13
0.361328125,8
1.0234375,12
1.4208984375,14
1.5634765625,14
0.939453125,8
0.4189453125,7
1.7333984375,10
0.7353515625,7
0.4814453125,8
1.12109375,7
0.29296875,5
0.5390625,7
0.3466796875,6
3.009765625,20
0.767578125,9
0.337890625,6
2.77734375,18
0.62109375,6
0.2783203125,6
1.0458984375,10
3.724609375,18
0.521484375,7
2.7607421875,20
3.0400390625,13
0.287109375,6
1.0908203125,10
0.7509765625,8
1.4453125,15
1.0673828125,14
0.5029296875,8
0.3349609375,6
1.3603515625,10
1.390625,8
1.0517578125,8
1.2509765625,11
0.3759765625,6
0.576171875,7
0.66015625,7
1.1806640625,10
1.0439453125,8
0.7275390625,7
0.384765625,8
0.6259765625,8
1.8056640625,11
2.0126953125,14
0.8193359375,9
0.5654296875,7
1.0478515625,9
0.7490234375,8
1.0703125,10
0.7138671875,7
2.0390625,19
0.7861328125,10
0.27734375,5
0.4697265625,7
1.3623046875,10
0.4638671875,7
1.6376953125,11
1.1318359375,9
1.150390625,9
2.390625,16
0.8603515625,7
1.1494140625,10
0.7646484375,8
1.8212890625,15
1.037109375,10
1.0078125,10
0.7412109375,8
0.7470703125,10
1.7861328125,11
2.640625,16
0.37109375,5
1.4814453125,11
1.33203125,9
1.5537109375,12
1.8740234375,19
1.2041015625,10
0.7548828125,9
0.6533203125,6
0.9560546875,6
0.96484375,7
0.716796875,7
2.0458984375,9
0.25,5
0.8388671875,11
2.2119140625,17
0.7548828125,9
0.4775390625,6
0.9111328125,9
1.3154296875,8
2.326171875,13
2.384765625,21
